ENST00000003912	NIPAL3
ENST00000367208	SNRPE
ENST00000367210	ZC3H11A
ENST00000367212	ZC3H11A
ENST00000367214	ZC3H11A
ENST00000367215	LAX1
ENST00000367217	LAX1
ENST00000367218	ATP2B4
ENST00000367222	OPTC
ENST00000367235	ADORA1
ENST00000367236	ADORA1
ENST00000367240	PPFIA4
ENST00000367242	TMEM183A
ENST00000367269	PPP1R12B
ENST00000367278	LGR6
ENST00000367282	GPR37L1
ENST00000367283	ELF3
ENST00000367284	ELF3
ENST00000367286	RNPEP
ENST00000367287	TIMM17A
ENST00000367295	NAV1
ENST00000367296	NAV1
ENST00000367302	NAV1
ENST00000367324	PKP1
ENST00000367342	INAVA
ENST00000367357	NR5A2
ENST00000367362	NR5A2
ENST00000367364	PTPRC
ENST00000367367	PTPRC
ENST00000367379	PTPRC
ENST00000367383	NEK7
ENST00000367385	NEK7
ENST00000367387	LHX9
ENST00000367388	LHX9
ENST00000367390	LHX9
ENST00000367391	LHX9
ENST00000367393	C1orf53
ENST00000367397	CRB1
ENST00000367399	CRB1
ENST00000367400	CRB1
ENST00000367415	CFHR2
ENST00000367416	CFHR4
ENST00000367418	CFHR4
ENST00000367421	CFHR2
ENST00000367424	CFHR1
ENST00000367425	CFHR3
ENST00000367427	CFHR3
ENST00000367429	CFH
ENST00000367435	CDC73
ENST00000367441	RO60
ENST00000367443	RO60
ENST00000367444	RO60
ENST00000367445	RO60
ENST00000367446	RO60
ENST00000367459	RGS1
ENST00000367460	RGS18
ENST00000367466	PLA2G4A
ENST00000367470	ODR4
ENST00000367482	PRG4
ENST00000367483	PRG4
ENST00000367485	PRG4
ENST00000367500	SWT1
ENST00000367501	SWT1
ENST00000367509	RNF2
ENST00000367510	RNF2
ENST00000367514	C1orf21
ENST00000367518	TSEN15
ENST00000367537	SMG7
ENST00000367538	SMG7
ENST00000367549	DHX9
ENST00000367552	NPL
ENST00000367553	NPL
ENST00000367554	NPL
ENST00000367555	NPL
ENST00000367561	RGSL1
ENST00000367563	LINC00272
ENST00000367567	CACNA1E
ENST00000367570	CACNA1E
ENST00000367573	CACNA1E
ENST00000367577	IER5
ENST00000367578	MR1
ENST00000367579	MR1
ENST00000367580	MR1
ENST00000367587	KIAA1614
ENST00000367588	KIAA1614
ENST00000367589	XPR1
ENST00000367590	XPR1
ENST00000367600	QSOX1
ENST00000367602	QSOX1
ENST00000367607	CEP350
ENST00000367614	TDRD5
ENST00000367618	AXDND1
ENST00000367619	SOAT1
ENST00000367625	TOR3A
ENST00000367627	TOR3A
ENST00000367632	RALGPS2
ENST00000367634	RALGPS2
ENST00000367635	RALGPS2
ENST00000367638	C1orf220
ENST00000367639	TEX35
ENST00000367641	TEX35
ENST00000367642	TEX35
ENST00000367643	TEX35
ENST00000367649	RASAL2
ENST00000367661	PAPPA2
ENST00000367662	PAPPA2
ENST00000367679	CACYBP
ENST00000367685	GPR52
ENST00000367687	RABGAP1L
ENST00000367688	RABGAP1L
ENST00000367690	RABGAP1L
ENST00000367701	ZBTB37
ENST00000367702	ZBTB37
ENST00000367704	ZBTB37
ENST00000367721	FASLG
ENST00000367723	SUCO
ENST00000367725	C1orf105
ENST00000367726	C1orf105
ENST00000367727	C1orf105
ENST00000367731	DNM3
ENST00000367733	DNM3
ENST00000367737	EEF1AKNMT
ENST00000367742	PRRC2C
ENST00000367749	FMO4
ENST00000367750	FMO1
ENST00000367754	FMO6P
ENST00000367755	FMO3
ENST00000367758	MROH9
ENST00000367759	MROH9
ENST00000367760	PRRX1
ENST00000367762	GORAB
ENST00000367763	GORAB
ENST00000367764	METTL11B
ENST00000367807	BLZF1
ENST00000367808	BLZF1
ENST00000367815	ATP1B1
ENST00000367816	ATP1B1
ENST00000367818	XCL1
ENST00000367821	TBX19
ENST00000367829	SFT2D2
ENST00000367830	TIPRL
ENST00000367833	TIPRL
ENST00000367840	DCAF6
ENST00000367843	DCAF6
ENST00000367853	MPZL1
ENST00000367854	RCSD1
ENST00000367862	POU2F1
ENST00000367865	POU2F1
ENST00000367866	POU2F1
ENST00000367870	MAEL
ENST00000367872	MAEL
ENST00000367875	POGK
ENST00000367876	POGK
ENST00000367879	UCK2
ENST00000367883	MGST3
ENST00000367884	MGST3
ENST00000367885	MGST3
ENST00000367888	MGST3
ENST00000367889	MGST3
ENST00000367897	PBX1
ENST00000367900	NUF2
ENST00000367906	RGS4
ENST00000367908	RGS4
ENST00000367909	RGS4
ENST00000367915	HSD17B7
ENST00000367921	DDR2
ENST00000367922	DDR2
ENST00000367924	UAP1
ENST00000367925	UAP1
ENST00000367926	UAP1
ENST00000367932	AL512785.2
ENST00000367942	ATF6
ENST00000367943	DUSP12
ENST00000367944	FCRLB
ENST00000367945	FCRLB
ENST00000367946	FCRLB
ENST00000367948	FCRLB
ENST00000367949	FCRLA
ENST00000367950	FCRLA
ENST00000367953	FCRLA
ENST00000367957	FCRLA
ENST00000367959	FCRLA
ENST00000367961	FCGR2B
ENST00000367972	FCGR2A
ENST00000367975	SDHC
ENST00000367987	TOMM40L
ENST00000367988	TOMM40L
ENST00000367992	FCER1G
ENST00000367993	NDUFS2
ENST00000367999	PPOX
ENST00000368001	USP21
ENST00000368002	USP21
ENST00000368003	UFC1
ENST00000368007	NIT1
ENST00000368008	NIT1
ENST00000368009	NIT1
ENST00000368011	KLHDC9
ENST00000368035	LY9
ENST00000368037	LY9
ENST00000368039	LY9
ENST00000368042	SLAMF7
ENST00000368043	SLAMF7
ENST00000368061	VANGL2
ENST00000368063	NCSTN
ENST00000368076	PEA15
ENST00000368077	PEA15
ENST00000368078	CASQ1
ENST00000368081	ATP1A4
ENST00000368088	KCNJ9
ENST00000368104	SLAMF8
ENST00000368106	FCRL6
ENST00000368107	DUSP23
ENST00000368108	DUSP23
ENST00000368109	DUSP23
ENST00000368114	FCER1A
ENST00000368115	FCER1A
ENST00000368121	ACKR1
ENST00000368122	ACKR1
ENST00000368124	CADM3
ENST00000368125	CADM3
ENST00000368131	IFI16
ENST00000368132	IFI16
ENST00000368135	PYHIN1
ENST00000368138	PYHIN1
ENST00000368140	PYHIN1
ENST00000368141	MNDA
ENST00000368144	OR6K6
ENST00000368152	OR10R2
ENST00000368154	CD1E
ENST00000368155	CD1E
ENST00000368156	CD1E
ENST00000368157	CD1E
ENST00000368160	CD1E
ENST00000368161	CD1E
ENST00000368162	CD1E
ENST00000368163	CD1E
ENST00000368164	CD1E
ENST00000368165	CD1E
ENST00000368166	CD1E
ENST00000368167	CD1E
ENST00000368170	CD1C
ENST00000368171	CD1D
ENST00000368172	KIRREL1
ENST00000368173	KIRREL1
ENST00000368196	NTRK1
ENST00000368216	RRNAD1
ENST00000368218	RRNAD1
ENST00000368233	NAXE
ENST00000368234	NAXE
ENST00000368235	NAXE
ENST00000368236	TTC24
ENST00000368251	TSACC
ENST00000368252	TSACC
ENST00000368253	TSACC
ENST00000368254	TSACC
ENST00000368255	TSACC
ENST00000368272	BGLAP
ENST00000368273	PMF1
ENST00000368276	PMF1-BGLAP
ENST00000368277	PMF1
ENST00000368279	PMF1
ENST00000368282	SEMA4A
ENST00000368284	SEMA4A
ENST00000368285	SEMA4A
ENST00000368286	SEMA4A
ENST00000368297	LMNA
ENST00000368298	LMNA
ENST00000368299	LMNA
ENST00000368300	LMNA
ENST00000368301	LMNA
ENST00000368302	LAMTOR2
ENST00000368304	LAMTOR2
ENST00000368305	LAMTOR2
ENST00000368318	RXFP4
ENST00000368324	SYT11
ENST00000368336	DAP3
ENST00000368341	MSTO1
ENST00000368347	RUSC1
ENST00000368349	RUSC1
ENST00000368352	RUSC1
ENST00000368354	RUSC1
ENST00000368356	FDPS
ENST00000368358	HCN3
ENST00000368376	MTX1
ENST00000368382	TRIM46
ENST00000368383	TRIM46
ENST00000368385	TRIM46
ENST00000368401	SLC50A1
ENST00000368404	SLC50A1
ENST00000368405	SLC50A1
ENST00000368406	EFNA1
ENST00000368407	EFNA1
ENST00000368408	EFNA3
ENST00000368409	EFNA4
ENST00000368412	ADAM15
ENST00000368413	ADAM15
ENST00000368419	DCST1
ENST00000368420	DCST1
ENST00000368426	ZBTB7B
ENST00000368427	LENEP
ENST00000368428	FLAD1
ENST00000368431	FLAD1
ENST00000368432	FLAD1
ENST00000368433	FLAD1
ENST00000368436	CKS1B
ENST00000368439	CKS1B
ENST00000368476	CHRNB2
ENST00000368480	TDRD10
ENST00000368482	TDRD10
ENST00000368485	IL6R
ENST00000368487	ATP8B2
ENST00000368489	ATP8B2
ENST00000368490	ATP8B2
ENST00000368504	UBAP2L
ENST00000368600	CREB3L4
ENST00000368601	CREB3L4
ENST00000368603	CREB3L4
ENST00000368607	CREB3L4
ENST00000368659	SLC27A3
ENST00000368660	SLC27A3
ENST00000368669	INTS3
ENST00000368670	INTS3
ENST00000368677	NPR1
ENST00000368680	NPR1
ENST00000368685	SNAPIN
ENST00000368686	CHTOP
ENST00000368687	CHTOP
ENST00000368690	CHTOP
ENST00000368694	CHTOP
ENST00000368696	S100A1
ENST00000368698	S100A1
ENST00000368728	S100A7A
ENST00000368729	S100A7A
ENST00000368738	S100A9
ENST00000368742	LORICRIN
ENST00000368744	PRR9
ENST00000368747	LELP1
ENST00000368762	SPRR1A
ENST00000368764	IVL
ENST00000368765	SMCP
ENST00000368770	LCE1E
ENST00000368771	LCE1E
ENST00000368775	C1orf68
ENST00000368777	LCE4A
ENST00000368779	LCE2A
ENST00000368780	LCE2B
ENST00000368783	LCE2C
ENST00000368784	LCE2D
ENST00000368790	CRCT1
ENST00000368838	SNX27
ENST00000368841	SNX27
ENST00000368843	SNX27
ENST00000368848	TUFT1
ENST00000368849	TUFT1
ENST00000368881	PSMD4
ENST00000368884	PSMD4
ENST00000368888	PIP5K1A
ENST00000368890	PIP5K1A
ENST00000368902	SCNM1
ENST00000368905	SCNM1
ENST00000368910	TNFAIP8L2
ENST00000368916	GABPB2
ENST00000368918	GABPB2
ENST00000368921	MLLT11
ENST00000368926	C1orf56
ENST00000368931	BNIPL
ENST00000368934	PRUNE1
ENST00000368935	PRUNE1
ENST00000368936	PRUNE1
ENST00000368937	PRUNE1
ENST00000368947	ANXA9
ENST00000368962	SETDB1
ENST00000368963	SETDB1
ENST00000368964	SETDB1
ENST00000368969	SETDB1
ENST00000369038	ADAMTSL4
ENST00000369039	ADAMTSL4
ENST00000369041	ADAMTSL4
ENST00000369047	ECM1
ENST00000369049	ECM1
ENST00000369051	TARS2
ENST00000369053	TARS2
ENST00000369054	TARS2
ENST00000369064	TARS2
ENST00000369067	RPRD2
ENST00000369068	RPRD2
ENST00000369094	CIART
ENST00000369095	CIART
ENST00000369098	C1orf54
ENST00000369099	C1orf54
ENST00000369102	C1orf54
ENST00000369111	CA14
ENST00000369124	PLEKHO1
ENST00000369126	PLEKHO1
ENST00000369128	VPS45
ENST00000369150	BOLA1
ENST00000369152	BOLA1
ENST00000369153	BOLA1
ENST00000369168	FCGR1A
ENST00000369178	FCGR1B
ENST00000369227	NBPF19
ENST00000369235	GJA8
ENST00000369258	CHD1L
ENST00000369259	CHD1L
ENST00000369288	CD160
ENST00000369294	POLR3C
ENST00000369313	POLR3GL
ENST00000369314	POLR3GL
ENST00000369347	PDE4DIP
ENST00000369349	PDE4DIP
ENST00000369351	PDE4DIP
ENST00000369354	PDE4DIP
ENST00000369356	PDE4DIP
ENST00000369383	FCGR1B
ENST00000369384	FCGR1B
ENST00000369385	H2BC19P
ENST00000369407	PHGDH
ENST00000369409	PHGDH
ENST00000369413	HSD3B1
ENST00000369416	HSD3B2
ENST00000369441	WDR3
ENST00000369448	TENT5C
ENST00000369466	TTF2
ENST00000369470	CD101
ENST00000369477	CD2
ENST00000369478	CD2
ENST00000369494	ATP1A1
ENST00000369496	ATP1A1
ENST00000369500	MAB21L3
ENST00000369502	SLC22A15
ENST00000369503	SLC22A15
ENST00000369509	VANGL1
ENST00000369510	VANGL1
ENST00000369518	SYCP1
ENST00000369522	SYCP1
ENST00000369551	OLFML3
ENST00000369553	HIPK1
ENST00000369555	HIPK1
ENST00000369558	HIPK1
ENST00000369559	HIPK1
ENST00000369561	HIPK1
ENST00000369611	MAGI3
ENST00000369615	MAGI3
ENST00000369617	MAGI3
ENST00000369630	TAFA3
ENST00000369644	MOV10
ENST00000369645	MOV10
ENST00000369684	WNT2B
ENST00000369686	WNT2B
ENST00000369702	DDX20
ENST00000369709	RAP1A
ENST00000369718	C1orf162
ENST00000369721	ATP5PB
ENST00000369722	ATP5PB
ENST00000369737	PIFO
ENST00000369738	PIFO
ENST00000369740	CHIA
ENST00000369743	CHIAP2
ENST00000369744	CHI3L2
ENST00000369748	CHI3L2
ENST00000369784	RBM15
ENST00000369787	KCNC4
ENST00000369795	STRIP1
ENST00000369796	STRIP1
ENST00000369799	AHCYL1
ENST00000369801	CSF1
ENST00000369802	CSF1
ENST00000369812	GSTM5
ENST00000369813	GSTM5
ENST00000369819	GSTM1
ENST00000369823	GSTM1
ENST00000369827	GSTM2
ENST00000369829	GSTM2
ENST00000369831	GSTM2
ENST00000369833	GSTM4
ENST00000369836	GSTM4
ENST00000369840	AMPD2
ENST00000369851	GNAI3
ENST00000369868	CYB561D1
ENST00000369869	ATXN7L2
ENST00000369870	ATXN7L2
ENST00000369872	SYPL2
ENST00000369923	SARS1
ENST00000369936	ELAPOR1
ENST00000369938	ELAPOR1
ENST00000369939	ELAPOR1
ENST00000369989	SPATA42
ENST00000370008	STXBP3
ENST00000370017	FNDC7
ENST00000370021	PRPF38B
ENST00000370022	PRPF38B
ENST00000370025	PRPF38B
ENST00000370035	FAM102B
ENST00000370040	NBPF6
ENST00000370065	NTNG1
ENST00000370066	NTNG1
ENST00000370067	NTNG1
ENST00000370068	NTNG1
ENST00000370073	NTNG1
ENST00000370074	NTNG1
ENST00000370076	NTNG1
ENST00000370078	PRMT6
ENST00000370079	AMY1C
ENST00000370083	AMY1A
ENST00000370111	SLC30A7
ENST00000370112	SLC30A7
ENST00000370115	VCAM1
ENST00000370119	VCAM1
ENST00000370124	CDC14A
ENST00000370126	RTCA
ENST00000370128	RTCA
ENST00000370139	TRMT13
ENST00000370141	TRMT13
ENST00000370143	TRMT13
ENST00000370152	MFSD14A
ENST00000370153	SLC35A3
ENST00000370155	SLC35A3
ENST00000370161	AGL
ENST00000370163	AGL
ENST00000370165	AGL
ENST00000370184	PLPPR4
ENST00000370185	PLPPR4
ENST00000370197	PTBP2
ENST00000370198	PTBP2
ENST00000370202	RWDD3
ENST00000370203	TLCD4
ENST00000370214	ABCD3
ENST00000370253	FNBP1L
ENST00000370267	DR1
ENST00000370272	DR1
ENST00000370276	CCDC18
ENST00000370298	MTF2
ENST00000370303	MTF2
ENST00000370321	RPL5
ENST00000370373	C1orf146
ENST00000370375	C1orf146
ENST00000370378	BTBD8
ENST00000370382	BTBD8
ENST00000370383	EPHX4
ENST00000370389	BRDT
ENST00000370447	ZNF326
ENST00000370453	AC093423.3
ENST00000370454	LRRC8C
ENST00000370456	GBP6
ENST00000370513	PKN2
ENST00000370521	PKN2
ENST00000370542	LMO4
ENST00000370544	LMO4
ENST00000370548	AC093155.3
ENST00000370550	HS2ST1
ENST00000370551	HS2ST1
ENST00000370558	SH3GLB1
ENST00000370563	CLCA4
ENST00000370565	CLCA2
ENST00000370596	DNAI3
ENST00000370654	RPF1
ENST00000370656	RPF1
ENST00000370662	DNASE2B
ENST00000370665	DNASE2B
ENST00000370668	SAMD13
ENST00000370669	SAMD13
ENST00000370670	SAMD13
ENST00000370671	SAMD13
ENST00000370673	SAMD13
ENST00000370680	PRKACB
ENST00000370682	PRKACB
ENST00000370684	PRKACB
ENST00000370685	PRKACB
ENST00000370688	PRKACB
ENST00000370689	PRKACB
ENST00000370713	ADGRL2
ENST00000370715	ADGRL2
ENST00000370717	ADGRL2
ENST00000370721	ADGRL2
ENST00000370723	ADGRL2
ENST00000370725	ADGRL2
ENST00000370727	ADGRL2
ENST00000370728	ADGRL2
ENST00000370730	ADGRL2
ENST00000370747	IFI44
ENST00000370751	IFI44L
ENST00000370756	PTGFR
ENST00000370757	PTGFR
ENST00000370758	PTGFR
ENST00000370759	GIPC2
ENST00000370763	DNAJB4
ENST00000370791	MIGA1
ENST00000370826	RABGGTB
ENST00000370834	ACADM
ENST00000370841	ACADM
ENST00000370867	TYW3
ENST00000370889	TNNI3K
ENST00000370893	FPGT-TNNI3K
ENST00000370894	FPGT
ENST00000370895	FPGT-TNNI3K
ENST00000370898	FPGT
ENST00000370899	FPGT-TNNI3K
ENST00000370938	CTH
ENST00000370940	HHLA3
ENST00000370949	SRSF11
ENST00000370950	SRSF11
ENST00000370951	SRSF11
ENST00000370958	LRRC7
ENST00000370985	GADD45A
ENST00000370986	GADD45A
ENST00000371000	IL12RB2
ENST00000371012	MIER1
ENST00000371014	MIER1
ENST00000371016	MIER1
ENST00000371018	MIER1
ENST00000371037	SGIP1
ENST00000371039	SGIP1
ENST00000371045	PDE4B
ENST00000371048	PDE4B
ENST00000371058	LEPR
ENST00000371059	LEPR
ENST00000371060	LEPR
ENST00000371065	LEPROT
ENST00000371069	DNAJC6
ENST00000371072	RAVER2
ENST00000371076	UBE2U
ENST00000371077	UBE2U
ENST00000371079	ROR1
ENST00000371080	ROR1
ENST00000371083	PGM1
ENST00000371084	PGM1
ENST00000371086	DLEU2L
ENST00000371088	EFCAB7
ENST00000371116	FOXD3
ENST00000371118	ATG4C
ENST00000371120	ATG4C
ENST00000371129	ANGPTL3
ENST00000371146	USP1
ENST00000371158	PATJ
ENST00000371184	NFIA
ENST00000371185	NFIA
ENST00000371187	NFIA
ENST00000371189	NFIA
ENST00000371191	NFIA
ENST00000371208	HOOK1
ENST00000371210	FGGY
ENST00000371212	FGGY
ENST00000371218	FGGY
ENST00000371244	PRKAA2
ENST00000371268	TMEM61
ENST00000371273	LEXM
ENST00000371281	TTC4
ENST00000371284	TTC4
ENST00000371287	MROH7
ENST00000371316	ACOT11
ENST00000371331	TCEANC2
ENST00000371368	LRRC42
ENST00000371370	LRRC42
ENST00000371445	DMRTB1
ENST00000371486	CPT2
ENST00000371500	PODN
ENST00000371509	SCP2
ENST00000371513	SCP2
ENST00000371514	SCP2
ENST00000371528	ZYG11A
ENST00000371532	ZYG11A
ENST00000371591	ZFYVE9
ENST00000371714	OSBPL9
ENST00000371759	C1orf185
ENST00000371761	CDKN2C
ENST00000371819	ELAVL4
ENST00000371821	ELAVL4
ENST00000371823	ELAVL4
ENST00000371824	ELAVL4
ENST00000371827	ELAVL4
ENST00000371870	CMPK1
ENST00000371871	CMPK1
ENST00000371873	CMPK1
ENST00000371890	CYP4A22
ENST00000371891	CYP4A22
ENST00000371901	CYP4X1
ENST00000371919	CYP4B1
ENST00000371923	CYP4B1
ENST00000371956	DMBX1
ENST00000371975	RAD54L
ENST00000371980	LURAP1
ENST00000372003	TSPAN1
ENST00000372008	MAST2
ENST00000372009	MAST2
ENST00000372025	TMEM69
ENST00000372052	NASP
ENST00000372070	AKR1A1
ENST00000372090	TOE1
ENST00000372201	PLK3
ENST00000372209	RPS8
ENST00000372217	KIF2C
ENST00000372224	KIF2C
ENST00000372247	RNF220
ENST00000372289	DMAP1
ENST00000372290	DMAP1
ENST00000372299	KLF17
ENST00000372318	CCDC24
ENST00000372324	B4GALT2
ENST00000372339	IPO13
ENST00000372343	IPO13
ENST00000372354	ARTN
ENST00000372359	ARTN
ENST00000372362	ST3GAL3
ENST00000372365	ST3GAL3
ENST00000372366	ST3GAL3
ENST00000372367	ST3GAL3
ENST00000372368	ST3GAL3
ENST00000372369	ST3GAL3
ENST00000372372	ST3GAL3
ENST00000372374	ST3GAL3
ENST00000372396	KDM4A
ENST00000372405	PTPRF
ENST00000372407	PTPRF
ENST00000372450	SZT2
ENST00000372462	CDC20
ENST00000372470	MPL
ENST00000372476	TIE1
ENST00000372492	CFAP57
ENST00000372502	ZNF691
ENST00000372503	ZNF691
ENST00000372504	ZNF691
ENST00000372506	ZNF691
ENST00000372507	ZNF691
ENST00000372508	ZNF691
ENST00000372514	ERMAP
ENST00000372517	ERMAP
ENST00000372525	C1orf50
ENST00000372549	PPIH
ENST00000372550	PPIH
ENST00000372556	PPCS
ENST00000372560	PPCS
ENST00000372561	PPCS
ENST00000372562	PPCS
ENST00000372581	GUCA2B
ENST00000372591	FOXO6
ENST00000372616	CTPS1
ENST00000372651	NFYC
ENST00000372652	NFYC
ENST00000372653	NFYC
ENST00000372654	NFYC
ENST00000372669	NFYC
ENST00000372696	ZNF684
ENST00000372697	ZNF684
ENST00000372699	ZNF684
ENST00000372703	EXO5
ENST00000372705	ZFP69
ENST00000372706	ZFP69
ENST00000372708	SMAP2
ENST00000372718	SMAP2
ENST00000372759	ZMPSTE24
ENST00000372766	TMCO2
ENST00000372771	RLF
ENST00000372792	CAP1
ENST00000372797	CAP1
ENST00000372798	CAP1
ENST00000372802	CAP1
ENST00000372805	CAP1
ENST00000372809	MFSD2A
ENST00000372811	MFSD2A
ENST00000372830	PPIE
ENST00000372835	PPIE
ENST00000372915	MACF1
ENST00000372925	MACF1
ENST00000372967	NDUFS5
ENST00000372969	NDUFS5
ENST00000372984	AKIRIN1
ENST00000373014	UTP11
ENST00000373042	C1orf122
ENST00000373043	C1orf122
ENST00000373045	MANEAL
ENST00000373055	CDCA8
ENST00000373087	ZC3H12A
ENST00000373137	SH3D21
ENST00000373148	MAP7D1
ENST00000373150	MAP7D1
ENST00000373151	MAP7D1
ENST00000373178	ADPRS
ENST00000373191	AGO3
ENST00000373204	AGO1
ENST00000373206	AGO1
ENST00000373210	AGO4
ENST00000373226	AL354864.1
ENST00000373235	TFAP2E
ENST00000373243	NCDN
ENST00000373253	NCDN
ENST00000373329	ZMYM1
ENST00000373330	ZMYM1
ENST00000373362	GJB3
ENST00000373366	GJB3
ENST00000373374	C1orf94
ENST00000373413	ZSCAN20
ENST00000373428	ZNF362
ENST00000373440	AZIN2
ENST00000373441	AZIN2
ENST00000373443	AZIN2
ENST00000373467	HPCA
ENST00000373475	S100PBP
ENST00000373476	S100PBP
ENST00000373480	KIAA1522
ENST00000373481	KIAA1522
ENST00000373485	RBBP4
ENST00000373493	RBBP4
ENST00000373510	ZBTB8A
ENST00000373534	TSSK3
ENST00000373548	HDAC1
ENST00000373557	LCK
ENST00000373562	LCK
ENST00000373564	LCK
ENST00000373582	FAM167B
ENST00000373586	EIF3I
ENST00000373602	CCDC28B
ENST00000373609	TXLNA
ENST00000373610	TXLNA
ENST00000373625	KPNA6
ENST00000373705	HCRTR1
ENST00000373706	HCRTR1
ENST00000373709	SERINC2
ENST00000373710	SERINC2
ENST00000373714	ZCCHC17
ENST00000373779	PTPRU
ENST00000373797	EPB41
ENST00000373798	EPB41
ENST00000373800	EPB41
ENST00000373812	YTHDF2
ENST00000373816	GMEB1
ENST00000373826	RAB42
ENST00000373830	TRNAU1AP
ENST00000373831	RCC1
ENST00000373832	RCC1
ENST00000373833	RCC1
ENST00000373836	PHACTR4
ENST00000373839	PHACTR4
ENST00000373842	MED18
ENST00000373884	XKR8
ENST00000373888	SMPDL3B
ENST00000373894	SMPDL3B
ENST00000373921	THEMIS2
ENST00000373925	THEMIS2
ENST00000373927	THEMIS2
ENST00000373931	PPP1R8
ENST00000373943	STX12
ENST00000373949	FAM76A
ENST00000373954	FAM76A
ENST00000374024	GPR3
ENST00000374076	TMEM222
ENST00000374141	ZDHHC18
ENST00000374142	ZDHHC18
ENST00000374145	PIGV
ENST00000374152	ARID1A
ENST00000374163	RPS6KA1
ENST00000374166	RPS6KA1
ENST00000374168	RPS6KA1
ENST00000374185	DHDDS
ENST00000374186	DHDDS
ENST00000374213	CD52
ENST00000374253	CNKSR1
ENST00000374266	ZNF593
ENST00000374268	FAM110D
ENST00000374269	PDIK1L
ENST00000374271	PDIK1L
ENST00000374280	EXTL1
ENST00000374300	MTFR1L
ENST00000374301	MTFR1L
ENST00000374303	MTFR1L
ENST00000374307	MTFR1L
ENST00000374315	SELENON
ENST00000374329	MAN1C1
ENST00000374332	MAN1C1
ENST00000374338	LDLRAP1
ENST00000374343	MACO1
ENST00000374358	TMEM50A
ENST00000374379	CLIC4
ENST00000374389	SRRM1
ENST00000374392	NCMAP
ENST00000374393	RCAN3
ENST00000374395	RCAN3
ENST00000374399	NIPAL3
ENST00000374468	PNRC2
ENST00000374501	LYPLA2
ENST00000374502	LYPLA2
ENST00000374503	LYPLA2
ENST00000374505	LYPLA2
ENST00000374514	LYPLA2
ENST00000374524	PITHD1
ENST00000374550	RPL11
ENST00000374555	MDS2
ENST00000374627	EPHB2
ENST00000374630	EPHB2
ENST00000374632	EPHB2
ENST00000374637	C1QC
ENST00000374639	C1QC
ENST00000374640	C1QC
ENST00000374642	C1QA
ENST00000374644	EPHA8
ENST00000374651	ZBTB40
ENST00000374663	CELA3A
ENST00000374666	CELA3B
ENST00000374829	ALPL
ENST00000374830	ALPL
ENST00000374832	ALPL
ENST00000374840	ALPL
ENST00000375071	CDA
ENST00000375079	VWA5B1
ENST00000375099	UBXN10
ENST00000375102	PLA2G2F
ENST00000375108	PLA2G5
ENST00000375120	OTUD3
ENST00000375136	NBL1
ENST00000375153	SLC66A1
ENST00000375155	SLC66A1
ENST00000375375	PAX7
ENST00000375406	ACTL8
ENST00000375408	ARHGEF10L
ENST00000375415	ARHGEF10L
ENST00000375448	PADI4
ENST00000375453	PADI4
ENST00000375460	PADI3
ENST00000375471	PADI1
ENST00000375541	CROCC
ENST00000375647	ZBTB40
ENST00000375667	CLCNKB
ENST00000375679	CLCNKB
ENST00000375692	CLCNKA
ENST00000375759	SPEN
ENST00000375766	FBLIM1
ENST00000375771	FBLIM1
ENST00000375782	TMEM82
ENST00000375793	PLEKHM2
ENST00000375799	PLEKHM2
ENST00000375838	DNAJC16
ENST00000375847	DNAJC16
ENST00000375849	DNAJC16
ENST00000375910	CELA2B
ENST00000375943	CTRC
ENST00000375949	CTRC
ENST00000375980	EFHD2
ENST00000375995	FHAD1
ENST00000375996	FHAD1
ENST00000375997	FHAD1
ENST00000375998	FHAD1
ENST00000376008	TMEM51
ENST00000376014	TMEM51
ENST00000376028	KAZN
ENST00000376030	KAZN
ENST00000376048	PRDM2
ENST00000376057	PDPN
ENST00000376061	PDPN
ENST00000376098	PRAMEF17
ENST00000376152	PRAMEF15
ENST00000376210	C1orf158
ENST00000376221	AADACL4
ENST00000376259	TNFRSF1B
ENST00000376490	CLCN6
ENST00000376491	CLCN6
ENST00000376492	CLCN6
ENST00000376496	CLCN6
ENST00000376497	CLCN6
ENST00000376627	AGTRAP
ENST00000376629	AGTRAP
ENST00000376637	AGTRAP
ENST00000376753	FBXO6
ENST00000376760	FBXO44
ENST00000376762	FBXO44
ENST00000376768	FBXO44
ENST00000376770	FBXO44
ENST00000376804	UBIAD1
ENST00000376810	UBIAD1
ENST00000376819	ANGPTL7
ENST00000377049	CORT
ENST00000377081	KIF1B
ENST00000377083	KIF1B
ENST00000377086	KIF1B
ENST00000377093	KIF1B
ENST00000377153	UBE4B
ENST00000377205	NMNAT1
ENST00000377346	PIK3CD
ENST00000377399	SPSB1
ENST00000377403	H6PD
ENST00000377436	CA6
ENST00000377442	CA6
ENST00000377443	CA6
ENST00000377488	PARK7
ENST00000377491	PARK7
ENST00000377493	PARK7
ENST00000377532	PER3
ENST00000377541	PER3
ENST00000377627	THAP3
ENST00000377648	PHF13
ENST00000377674	ZBTB48
ENST00000377898	HES3
ENST00000377939	RNF207
ENST00000378083	KCNAB2
ENST00000378092	KCNAB2
ENST00000378097	KCNAB2
ENST00000378111	KCNAB2
ENST00000378190	AJAP1
ENST00000378191	AJAP1
ENST00000378206	DFFB
ENST00000378209	DFFB
ENST00000378280	TP73
ENST00000378285	TP73
ENST00000378288	TP73
